date,hour,min,max,median,stddev
8/25/2024,19:00,6.7,6.7,6.7,0
8/25/2024,20:00,4.3,4.3,4.3,0
8/25/2024,21:00,4.2,4.2,4.2,0
8/25/2024,22:00,4.9,4.9,4.9,0
8/25/2024,23:00,9,9,9,0
8/26/2024,0:00,13.4,13.4,13.4,0
8/26/2024,1:00,13.3,13.3,13.3,0
8/26/2024,2:00,15,15,15,0
8/26/2024,3:00,17.3,17.3,17.3,0
8/26/2024,5:00,31,31,31,0
8/26/2024,6:00,13.8,13.8,13.8,0
8/26/2024,7:00,13.2,13.2,13.2,0
8/26/2024,8:00,18.4,18.4,18.4,0
8/26/2024,9:00,29.3,29.3,29.3,0
8/26/2024,10:00,37.7,37.7,37.7,0
8/26/2024,11:00,42,42,42,0
8/26/2024,12:00,25.6,25.6,25.6,0
8/26/2024,13:00,13.8,13.8,13.8,0
8/26/2024,14:00,8.2,8.2,8.2,0
8/26/2024,15:00,6.6,6.6,6.6,0
8/26/2024,16:00,5.6,5.6,5.6,0
8/26/2024,17:00,5.1,5.1,5.1,0
8/26/2024,18:00,5.4,5.4,5.4,0
8/26/2024,20:00,5.7,5.7,5.7,0
8/26/2024,21:00,6.7,6.7,6.7,0
8/26/2024,22:00,7.4,7.4,7.4,0
8/26/2024,23:00,12.4,12.4,12.4,0
8/27/2024,0:00,34.3,34.3,34.3,0
8/27/2024,1:00,34,34,34,0
8/27/2024,2:00,30.5,30.5,30.5,0
8/27/2024,3:00,32.2,32.2,32.2,0
8/27/2024,4:00,30.1,30.1,30.1,0
8/27/2024,5:00,26.5,26.5,26.5,0
8/27/2024,6:00,22.6,22.6,22.6,0
8/27/2024,7:00,16.2,16.2,16.2,0
8/27/2024,8:00,10.7,10.7,10.7,0
8/27/2024,9:00,8.9,8.9,8.9,0
8/27/2024,10:00,10.2,10.2,10.2,0
8/27/2024,11:00,12.6,12.6,12.6,0
8/27/2024,12:00,14,14,14,0
8/27/2024,13:00,15.7,15.7,15.7,0
8/27/2024,14:00,15.8,15.8,15.8,0
8/27/2024,15:00,17.7,17.7,17.7,0
8/27/2024,16:00,19.8,19.8,19.8,0
8/27/2024,17:00,22.4,22.4,22.4,0
8/27/2024,18:00,29.9,29.9,29.9,0
8/27/2024,19:00,43.4,43.4,43.4,0
8/27/2024,20:00,34.4,34.4,34.4,0
8/27/2024,21:00,39.4,39.4,39.4,0
8/27/2024,22:00,46.1,46.1,46.1,0
8/27/2024,23:00,54.8,54.8,54.8,0
8/28/2024,0:00,54,54,54,0
8/28/2024,1:00,54.9,54.9,54.9,0
8/28/2024,2:00,71.7,71.7,71.7,0
8/28/2024,3:00,52.9,52.9,52.9,0
8/28/2024,4:00,51.9,51.9,51.9,0
8/28/2024,5:00,32.2,32.2,32.2,0
8/28/2024,6:00,24.7,24.7,24.7,0
8/28/2024,7:00,20,20,20,0
8/28/2024,8:00,22,22,22,0
8/28/2024,9:00,20.1,20.1,20.1,0
8/28/2024,10:00,15.8,15.8,15.8,0
8/28/2024,11:00,16.9,16.9,16.9,0
8/28/2024,12:00,20.3,20.3,20.3,0
8/28/2024,13:00,19.7,19.7,19.7,0
8/28/2024,14:00,21.8,21.8,21.8,0
8/28/2024,15:00,20.9,20.9,20.9,0
8/28/2024,16:00,20.9,20.9,20.9,0
8/28/2024,17:00,19.5,19.5,19.5,0
8/28/2024,18:00,19.6,19.6,19.6,0
8/28/2024,19:00,19.8,19.8,19.8,0
8/28/2024,20:00,19.1,19.1,19.1,0
8/28/2024,21:00,23.7,23.7,23.7,0
8/28/2024,22:00,33.1,33.1,33.1,0
8/28/2024,23:00,36.9,36.9,36.9,0
8/29/2024,0:00,47.5,47.5,47.5,0
8/29/2024,1:00,56.5,56.5,56.5,0
8/29/2024,2:00,53.1,53.1,53.1,0
8/29/2024,3:00,57.7,57.7,57.7,0
8/29/2024,4:00,52.3,52.3,52.3,0
8/29/2024,5:00,78.7,78.7,78.7,0
8/29/2024,6:00,89.2,89.2,89.2,0
8/29/2024,7:00,82.4,82.4,82.4,0
8/29/2024,8:00,60.6,60.6,60.6,0
8/29/2024,9:00,40.7,40.7,40.7,0
8/29/2024,11:00,28.1,28.1,28.1,0
8/29/2024,12:00,26.5,26.5,26.5,0
8/29/2024,13:00,22.1,22.1,22.1,0
8/29/2024,14:00,21.2,21.2,21.2,0
8/29/2024,15:00,22.8,22.8,22.8,0
8/29/2024,16:00,20.2,20.2,20.2,0
8/29/2024,17:00,20.9,20.9,20.9,0
8/29/2024,18:00,22.8,22.8,22.8,0
8/29/2024,19:00,23.4,23.4,23.4,0
8/29/2024,20:00,27.3,27.3,27.3,0
8/29/2024,22:00,36.3,36.3,36.3,0
8/30/2024,2:00,64.3,64.3,64.3,0
8/30/2024,3:00,48.7,48.7,48.7,0
8/30/2024,4:00,52.8,52.8,52.8,0
8/30/2024,5:00,47.6,47.6,47.6,0
8/30/2024,6:00,28.5,28.5,28.5,0
8/30/2024,7:00,25.9,25.9,25.9,0
8/30/2024,8:00,26.1,26.1,26.1,0
8/30/2024,9:00,28.9,28.9,28.9,0
8/30/2024,10:00,32.1,32.1,32.1,0
8/30/2024,11:00,33.7,33.7,33.7,0
8/30/2024,12:00,32.6,32.6,32.6,0
8/30/2024,13:00,28.8,28.8,28.8,0
8/30/2024,14:00,30.4,30.4,30.4,0
8/30/2024,15:00,30.3,30.3,30.3,0
8/30/2024,16:00,31.4,31.4,31.4,0
8/30/2024,17:00,31.7,31.7,31.7,0
8/30/2024,18:00,29.8,29.8,29.8,0
8/30/2024,19:00,28.1,28.1,28.1,0
8/30/2024,20:00,29.5,29.5,29.5,0
8/30/2024,21:00,30.6,30.6,30.6,0
8/30/2024,22:00,29.9,29.9,29.9,0
8/30/2024,23:00,37.2,37.2,37.2,0
8/31/2024,0:00,48.3,48.3,48.3,0
8/31/2024,1:00,50.9,50.9,50.9,0
8/31/2024,2:00,56.4,56.4,56.4,0
8/31/2024,3:00,46.8,46.8,46.8,0
8/31/2024,4:00,44,44,44,0
8/31/2024,5:00,38.7,38.7,38.7,0
8/31/2024,6:00,30.7,30.7,30.7,0
8/31/2024,7:00,34.4,34.4,34.4,0
8/31/2024,8:00,65.4,65.4,65.4,0
8/31/2024,9:00,87.1,87.1,87.1,0
8/31/2024,10:00,75.6,75.6,75.6,0
8/31/2024,11:00,55.2,55.2,55.2,0
8/31/2024,12:00,62.1,62.1,62.1,0
8/31/2024,13:00,55.3,55.3,55.3,0
8/31/2024,14:00,33,33,33,0
8/31/2024,15:00,20.3,20.3,20.3,0
8/31/2024,16:00,17.3,17.3,17.3,0
8/31/2024,17:00,13.8,13.8,13.8,0
8/31/2024,18:00,12.4,12.4,12.4,0
8/31/2024,19:00,14.9,14.9,14.9,0
8/31/2024,20:00,17.8,17.8,17.8,0
8/31/2024,21:00,30.1,30.1,30.1,0
8/31/2024,22:00,21.1,21.1,21.1,0
8/31/2024,23:00,41.6,41.6,41.6,0
9/1/2024,0:00,60.8,60.8,60.8,0
9/1/2024,1:00,56.1,56.1,56.1,0
9/1/2024,2:00,53.3,53.3,53.3,0
9/1/2024,3:00,42.5,42.5,42.5,0
9/1/2024,4:00,32.6,32.6,32.6,0
9/1/2024,5:00,21.4,21.4,21.4,0
9/1/2024,6:00,36,36,36,0
9/1/2024,7:00,34.9,34.9,34.9,0
9/1/2024,8:00,42.4,42.4,42.4,0
9/1/2024,9:00,42.7,42.7,42.7,0
9/1/2024,10:00,27.2,27.2,27.2,0
9/1/2024,11:00,10.4,10.4,10.4,0
9/1/2024,12:00,8.9,8.9,8.9,0
9/1/2024,13:00,8.9,8.9,8.9,0
9/1/2024,14:00,9.2,9.2,9.2,0
9/1/2024,15:00,7.2,7.2,7.2,0
9/1/2024,16:00,6.7,6.7,6.7,0
9/1/2024,17:00,6.6,6.6,6.6,0
9/1/2024,18:00,7.6,7.6,7.6,0
9/1/2024,19:00,5.6,5.6,5.6,0
9/1/2024,20:00,5,5,5,0
9/1/2024,21:00,5.4,5.4,5.4,0
9/1/2024,22:00,8.9,8.9,8.9,0
9/1/2024,23:00,13.7,13.7,13.7,0
9/2/2024,0:00,22.9,22.9,22.9,0
9/2/2024,1:00,26.6,26.6,26.6,0
9/2/2024,2:00,24.5,24.5,24.5,0
9/2/2024,3:00,13.9,13.9,13.9,0
9/2/2024,4:00,12.5,12.5,12.5,0
9/2/2024,5:00,18.8,18.8,18.8,0
9/2/2024,6:00,16.6,16.6,16.6,0
9/2/2024,7:00,12.2,12.2,12.2,0
9/2/2024,8:00,11.6,11.6,11.6,0
9/2/2024,9:00,12.2,12.2,12.2,0
9/2/2024,10:00,14.4,14.4,14.4,0
9/2/2024,11:00,19.1,19.1,19.1,0
9/2/2024,12:00,22.5,22.5,22.5,0
9/2/2024,13:00,24.4,24.4,24.4,0
9/2/2024,14:00,21.8,21.8,21.8,0
9/2/2024,15:00,17.3,17.3,17.3,0
9/2/2024,16:00,19.9,19.9,19.9,0
9/2/2024,17:00,22.9,22.9,22.9,0
9/2/2024,18:00,19.5,19.5,19.5,0
9/2/2024,19:00,18.2,18.2,18.2,0
9/2/2024,20:00,23.2,23.2,23.2,0
9/2/2024,21:00,19.7,19.7,19.7,0
9/2/2024,22:00,15,15,15,0
9/2/2024,23:00,24.6,24.6,24.6,0
9/3/2024,0:00,52.7,52.7,52.7,0
9/3/2024,1:00,50.9,50.9,50.9,0
9/3/2024,2:00,31.4,31.4,31.4,0
9/3/2024,3:00,27.3,27.3,27.3,0
9/3/2024,4:00,29.3,29.3,29.3,0
9/3/2024,5:00,28.5,28.5,28.5,0
9/3/2024,6:00,34.1,34.1,34.1,0
9/3/2024,7:00,34.8,34.8,34.8,0
9/3/2024,8:00,35.5,35.5,35.5,0
9/3/2024,9:00,39,39,39,0
9/3/2024,10:00,42.4,42.4,42.4,0
9/3/2024,11:00,45.7,45.7,45.7,0
9/3/2024,12:00,48,48,48,0
9/3/2024,13:00,51.1,51.1,51.1,0
9/3/2024,14:00,50.2,50.2,50.2,0
9/3/2024,15:00,52.7,52.7,52.7,0
9/3/2024,16:00,55.3,55.3,55.3,0
9/3/2024,17:00,47.8,47.8,47.8,0
9/3/2024,18:00,46,46,46,0
9/3/2024,19:00,48.6,48.6,48.6,0
9/3/2024,20:00,49.9,49.9,49.9,0
9/3/2024,21:00,53.9,53.9,53.9,0
9/3/2024,23:00,92.1,92.1,92.1,0
9/4/2024,0:00,71,71,71,0
9/4/2024,1:00,63.1,63.1,63.1,0
9/4/2024,2:00,57.6,57.6,57.6,0
9/4/2024,3:00,52.8,52.8,52.8,0
9/4/2024,4:00,57.5,57.5,57.5,0
9/4/2024,5:00,64.6,64.6,64.6,0
9/4/2024,6:00,75.6,75.6,75.6,0
9/4/2024,7:00,74.6,74.6,74.6,0
9/4/2024,8:00,65.8,65.8,65.8,0
9/4/2024,9:00,60.6,60.6,60.6,0
9/4/2024,10:00,71.5,71.5,71.5,0
9/4/2024,11:00,67.9,67.9,67.9,0
9/4/2024,12:00,72.1,72.1,72.1,0
9/4/2024,13:00,74.7,74.7,74.7,0
9/4/2024,14:00,51.2,51.2,51.2,0
9/4/2024,15:00,30.8,30.8,30.8,0
9/4/2024,16:00,29.1,29.1,29.1,0
9/4/2024,17:00,18.8,18.8,18.8,0
9/4/2024,18:00,29.3,29.3,29.3,0
9/4/2024,19:00,19.5,19.5,19.5,0
9/4/2024,20:00,12.2,12.2,12.2,0
9/4/2024,21:00,9.4,9.4,9.4,0
9/4/2024,22:00,8.6,8.6,8.6,0
9/4/2024,23:00,9.4,9.4,9.4,0
9/5/2024,0:00,9,9,9,0
9/5/2024,1:00,8.5,8.5,8.5,0
9/5/2024,2:00,8,8,8,0
9/5/2024,3:00,7.7,7.7,7.7,0
9/5/2024,4:00,7.6,7.6,7.6,0
9/5/2024,5:00,6.8,6.8,6.8,0
9/5/2024,6:00,5.6,5.6,5.6,0
9/5/2024,7:00,4.2,4.2,4.2,0
9/5/2024,8:00,3.5,3.5,3.5,0
9/5/2024,9:00,3.2,3.2,3.2,0
9/5/2024,10:00,3.7,3.7,3.7,0
9/5/2024,11:00,5.6,5.6,5.6,0
9/5/2024,13:00,4.6,4.6,4.6,0
9/5/2024,14:00,5.2,5.2,5.2,0
9/5/2024,15:00,5.9,5.9,5.9,0
9/5/2024,16:00,5.9,5.9,5.9,0
9/5/2024,18:00,4.9,4.9,4.9,0
9/5/2024,19:00,5.4,5.4,5.4,0
9/5/2024,21:00,7.3,7.3,7.3,0
9/5/2024,22:00,9.5,9.5,9.5,0
9/5/2024,23:00,20.7,20.7,20.7,0
9/6/2024,0:00,55.1,55.1,55.1,0
9/6/2024,1:00,58.4,58.4,58.4,0
9/6/2024,2:00,49.5,49.5,49.5,0
9/6/2024,3:00,46.6,46.6,46.6,0
9/6/2024,4:00,42.9,42.9,42.9,0
9/6/2024,5:00,30.1,30.1,30.1,0
9/6/2024,6:00,24.7,24.7,24.7,0
9/6/2024,7:00,19,19,19,0
9/6/2024,8:00,16.7,16.7,16.7,0
9/6/2024,9:00,13.5,13.5,13.5,0
9/6/2024,10:00,14.6,14.6,14.6,0
9/6/2024,11:00,18,18,18,0
9/6/2024,12:00,16.5,16.5,16.5,0
9/6/2024,13:00,14.5,14.5,14.5,0
9/6/2024,14:00,9.8,9.8,9.8,0
9/6/2024,15:00,13.7,13.7,13.7,0
9/6/2024,16:00,14.2,14.2,14.2,0
9/6/2024,17:00,15.1,15.1,15.1,0
9/6/2024,18:00,16.9,16.9,16.9,0
9/6/2024,19:00,17.9,17.9,17.9,0
9/6/2024,20:00,16,16,16,0
9/6/2024,21:00,21.5,21.5,21.5,0
9/6/2024,22:00,19.9,19.9,19.9,0
9/6/2024,23:00,28.3,28.3,28.3,0
9/7/2024,0:00,41.3,41.3,41.3,0
9/7/2024,1:00,37.9,37.9,37.9,0
9/7/2024,3:00,40.7,40.7,40.7,0
9/7/2024,4:00,50.2,50.2,50.2,0
9/7/2024,5:00,65.1,65.1,65.1,0
9/7/2024,6:00,68,68,68,0
9/7/2024,7:00,65.3,65.3,65.3,0
9/7/2024,8:00,64.4,64.4,64.4,0
9/7/2024,9:00,62.9,62.9,62.9,0
9/7/2024,10:00,63.9,63.9,63.9,0
9/7/2024,11:00,66.9,66.9,66.9,0
9/7/2024,12:00,72.7,72.7,72.7,0
9/7/2024,13:00,77.9,77.9,77.9,0
9/7/2024,14:00,78.4,78.4,78.4,0
9/7/2024,15:00,77.3,77.3,77.3,0
9/7/2024,16:00,79,79,79,0
9/7/2024,17:00,78.3,78.3,78.3,0
9/7/2024,18:00,81,81,81,0
9/7/2024,19:00,85.8,85.8,85.8,0
9/7/2024,20:00,88.3,88.3,88.3,0
9/7/2024,21:00,89.2,89.2,89.2,0
9/7/2024,22:00,94.5,94.5,94.5,0
9/7/2024,23:00,97.8,97.8,97.8,0
9/8/2024,0:00,106,106,106,0
9/8/2024,1:00,94.6,94.6,94.6,0
9/8/2024,2:00,96.2,96.2,96.2,0
9/8/2024,3:00,93,93,93,0
9/8/2024,4:00,90.6,90.6,90.6,0
9/8/2024,5:00,87.4,87.4,87.4,0
9/8/2024,6:00,86.8,86.8,86.8,0
9/8/2024,7:00,90.2,90.2,90.2,0
9/8/2024,8:00,89.9,89.9,89.9,0
9/8/2024,9:00,82.3,82.3,82.3,0
9/8/2024,10:00,79.4,79.4,79.4,0
9/8/2024,11:00,81.4,81.4,81.4,0
9/8/2024,12:00,76.8,76.8,76.8,0
9/8/2024,13:00,69.7,69.7,69.7,0
9/8/2024,14:00,67,67,67,0
9/8/2024,15:00,60.5,60.5,60.5,0
9/8/2024,16:00,65.7,65.7,65.7,0
9/8/2024,17:00,68.5,68.5,68.5,0
9/8/2024,18:00,81.6,81.6,81.6,0
9/8/2024,19:00,87.3,87.3,87.3,0
9/8/2024,20:00,86.5,86.5,86.5,0
9/8/2024,21:00,89.3,89.3,89.3,0
9/8/2024,22:00,93.8,93.8,93.8,0
9/8/2024,23:00,84.8,84.8,84.8,0
9/9/2024,0:00,81.4,81.4,81.4,0
9/9/2024,1:00,83.8,83.8,83.8,0
9/9/2024,2:00,102.4,102.4,102.4,0
9/9/2024,3:00,100.7,100.7,100.7,0
9/9/2024,4:00,108.6,108.6,108.6,0
9/9/2024,5:00,109.8,109.8,109.8,0
9/9/2024,6:00,85.5,85.5,85.5,0
9/9/2024,7:00,81.8,81.8,81.8,0
9/9/2024,8:00,83.9,83.9,83.9,0
9/9/2024,9:00,88.4,88.4,88.4,0
9/9/2024,10:00,105.4,105.4,105.4,0
9/9/2024,11:00,114.2,114.2,114.2,0
9/9/2024,12:00,103,103,103,0
9/9/2024,13:00,108.3,108.3,108.3,0
9/9/2024,14:00,118.3,118.3,118.3,0
9/9/2024,15:00,110.7,110.7,110.7,0
9/9/2024,16:00,98.1,98.1,98.1,0
9/9/2024,17:00,100.9,100.9,100.9,0
9/9/2024,18:00,111.7,111.7,111.7,0
9/9/2024,19:00,113.7,113.7,113.7,0
9/9/2024,20:00,105.5,105.5,105.5,0
9/9/2024,21:00,106.4,106.4,106.4,0
9/9/2024,22:00,108.7,108.7,108.7,0
9/9/2024,23:00,112.7,112.7,112.7,0
9/10/2024,0:00,122.6,122.6,122.6,0
9/10/2024,1:00,115.7,115.7,115.7,0
9/10/2024,2:00,134.2,134.2,134.2,0
9/10/2024,3:00,136.1,136.1,136.1,0
9/10/2024,4:00,125.3,125.3,125.3,0
9/10/2024,5:00,112.9,112.9,112.9,0
9/10/2024,6:00,117,117,117,0
9/10/2024,7:00,119,119,119,0
9/10/2024,8:00,132.3,132.3,132.3,0
9/10/2024,9:00,132.5,132.5,132.5,0
9/10/2024,10:00,147.8,147.8,147.8,0
9/10/2024,11:00,167.5,167.5,167.5,0
9/10/2024,13:00,205.7,205.7,205.7,0
9/10/2024,14:00,189.3,189.3,189.3,0
9/10/2024,15:00,169.1,169.1,169.1,0
9/10/2024,16:00,151.2,151.2,151.2,0
9/10/2024,18:00,127.2,127.2,127.2,0
9/10/2024,19:00,117.3,117.3,117.3,0
9/10/2024,20:00,127.7,127.7,127.7,0
9/10/2024,21:00,137.7,137.7,137.7,0
9/10/2024,22:00,134,134,134,0
9/10/2024,23:00,131.3,131.3,131.3,0
9/11/2024,0:00,124.2,124.2,124.2,0
9/11/2024,1:00,120.4,120.4,120.4,0
9/11/2024,2:00,134.3,134.3,134.3,0
9/11/2024,3:00,122.2,122.2,122.2,0
9/11/2024,4:00,114.2,114.2,114.2,0
9/11/2024,5:00,117.2,117.2,117.2,0
9/11/2024,6:00,125.8,125.8,125.8,0
9/11/2024,7:00,134.3,134.3,134.3,0
9/11/2024,8:00,128.3,128.3,128.3,0
9/11/2024,9:00,113.8,113.8,113.8,0
9/11/2024,10:00,101.5,101.5,101.5,0
9/11/2024,11:00,97.4,97.4,97.4,0
9/11/2024,12:00,116.4,116.4,116.4,0
9/11/2024,13:00,126.1,126.1,126.1,0
9/11/2024,14:00,115.3,115.3,115.3,0
9/11/2024,15:00,109.4,109.4,109.4,0
9/11/2024,16:00,106.9,106.9,106.9,0
9/11/2024,17:00,108.5,108.5,108.5,0
9/11/2024,18:00,108.9,108.9,108.9,0
9/11/2024,20:00,105.8,105.8,105.8,0
9/11/2024,21:00,121.7,121.7,121.7,0
9/11/2024,22:00,110.2,110.2,110.2,0
9/11/2024,23:00,113.6,113.6,113.6,0
9/12/2024,0:00,113.5,113.5,113.5,0
9/12/2024,1:00,139.4,139.4,139.4,0
9/12/2024,2:00,131.3,131.3,131.3,0
9/12/2024,3:00,102.9,102.9,102.9,0
9/12/2024,4:00,78.1,78.1,78.1,0
9/12/2024,5:00,66.3,66.3,66.3,0
9/12/2024,6:00,65.7,65.7,65.7,0
9/12/2024,7:00,61.4,61.4,61.4,0
9/12/2024,8:00,62.1,62.1,62.1,0
9/12/2024,9:00,54.9,54.9,54.9,0
9/12/2024,10:00,43.6,43.6,43.6,0
9/12/2024,11:00,34.5,34.5,34.5,0
9/12/2024,12:00,36.5,36.5,36.5,0
9/12/2024,13:00,32.5,32.5,32.5,0
9/12/2024,14:00,23.6,23.6,23.6,0
9/12/2024,15:00,30,30,30,0
9/12/2024,16:00,24.9,24.9,24.9,0
9/12/2024,17:00,21.7,21.7,21.7,0
9/12/2024,18:00,15.8,15.8,15.8,0
9/12/2024,19:00,13.8,13.8,13.8,0
9/12/2024,20:00,14.5,14.5,14.5,0
9/12/2024,21:00,15.4,15.4,15.4,0
9/12/2024,22:00,16.8,16.8,16.8,0
9/12/2024,23:00,16.2,16.2,16.2,0
9/13/2024,0:00,17.5,17.5,17.5,0
9/13/2024,1:00,16.7,16.7,16.7,0
9/13/2024,2:00,16.8,16.8,16.8,0
9/13/2024,3:00,18,18,18,0
9/13/2024,4:00,22.7,22.7,22.7,0
9/13/2024,5:00,26.4,26.4,26.4,0
9/13/2024,6:00,23.4,23.4,23.4,0
9/13/2024,7:00,26.2,26.2,26.2,0
9/13/2024,8:00,26.7,26.7,26.7,0
9/13/2024,9:00,23.1,23.1,23.1,0
9/13/2024,10:00,23.5,23.5,23.5,0
9/13/2024,11:00,24.7,24.7,24.7,0
9/13/2024,12:00,26.6,26.6,26.6,0
9/13/2024,13:00,30.5,30.5,30.5,0
9/13/2024,14:00,30,30,30,0
9/13/2024,15:00,30.2,30.2,30.2,0
9/13/2024,16:00,36.5,36.5,36.5,0
9/13/2024,17:00,35.6,35.6,35.6,0
9/13/2024,18:00,29.8,29.8,29.8,0
9/13/2024,19:00,32.4,32.4,32.4,0
9/13/2024,20:00,30.9,30.9,30.9,0
9/13/2024,21:00,30.5,30.5,30.5,0
9/13/2024,22:00,31,31,31,0
9/13/2024,23:00,30.9,30.9,30.9,0
9/14/2024,0:00,22.4,22.4,22.4,0
9/14/2024,1:00,17.1,17.1,17.1,0
9/14/2024,2:00,18.5,18.5,18.5,0
9/14/2024,3:00,21.4,21.4,21.4,0
9/14/2024,4:00,18.2,18.2,18.2,0
9/14/2024,5:00,15.3,15.3,15.3,0
9/14/2024,6:00,20,20,20,0
9/14/2024,7:00,25.8,25.8,25.8,0
9/14/2024,8:00,38.2,38.2,38.2,0
9/14/2024,10:00,35.7,35.7,35.7,0
9/14/2024,11:00,34,34,34,0
9/14/2024,12:00,33.9,33.9,33.9,0
9/14/2024,13:00,32.6,32.6,32.6,0
9/14/2024,14:00,29.8,29.8,29.8,0
9/14/2024,15:00,26.2,26.2,26.2,0
9/14/2024,16:00,24.1,24.1,24.1,0
9/14/2024,17:00,21.6,21.6,21.6,0
9/14/2024,18:00,18.7,18.7,18.7,0
9/14/2024,19:00,22.9,22.9,22.9,0
9/14/2024,20:00,27.9,27.9,27.9,0
9/14/2024,21:00,21.6,21.6,21.6,0
9/14/2024,22:00,22,22,22,0
9/14/2024,23:00,21.7,21.7,21.7,0
9/15/2024,0:00,21.9,21.9,21.9,0
9/15/2024,1:00,25.6,25.6,25.6,0
9/15/2024,2:00,27.2,27.2,27.2,0
9/15/2024,3:00,22.2,22.2,22.2,0
9/15/2024,4:00,22,22,22,0
9/15/2024,5:00,17.2,17.2,17.2,0
9/15/2024,6:00,15.4,15.4,15.4,0
9/15/2024,7:00,15.5,15.5,15.5,0
9/15/2024,8:00,15.8,15.8,15.8,0
9/15/2024,9:00,13.1,13.1,13.1,0
9/15/2024,10:00,13.1,13.1,13.1,0
9/15/2024,11:00,12,12,12,0
9/15/2024,12:00,10,10,10,0
9/15/2024,13:00,10.3,10.3,10.3,0
9/15/2024,14:00,13.6,13.6,13.6,0
9/15/2024,15:00,13.4,13.4,13.4,0
9/15/2024,16:00,14.8,14.8,14.8,0
9/15/2024,17:00,14.6,14.6,14.6,0
9/15/2024,18:00,15.8,15.8,15.8,0
9/15/2024,19:00,16.4,16.4,16.4,0
9/15/2024,20:00,16.6,16.6,16.6,0
9/15/2024,21:00,16.6,16.6,16.6,0
9/15/2024,23:00,20.8,20.8,20.8,0
9/16/2024,0:00,27.8,27.8,27.8,0
9/16/2024,1:00,25.3,25.3,25.3,0
9/16/2024,2:00,31.5,31.5,31.5,0
9/16/2024,3:00,26.6,26.6,26.6,0
9/16/2024,4:00,25,25,25,0
9/16/2024,5:00,21.1,21.1,21.1,0
9/16/2024,6:00,29.6,29.6,29.6,0
9/16/2024,7:00,37.1,37.1,37.1,0
9/16/2024,8:00,26,26,26,0
9/16/2024,9:00,19,19,19,0
9/16/2024,10:00,15.6,15.6,15.6,0
9/16/2024,11:00,18.6,18.6,18.6,0
9/16/2024,12:00,18.7,18.7,18.7,0
9/16/2024,13:00,18.3,18.3,18.3,0
9/16/2024,14:00,16.3,16.3,16.3,0
9/16/2024,15:00,15.1,15.1,15.1,0
9/16/2024,16:00,12.8,12.8,12.8,0
9/16/2024,17:00,12.4,12.4,12.4,0
9/16/2024,18:00,11,11,11,0
9/16/2024,19:00,12.8,12.8,12.8,0
9/16/2024,20:00,14.6,14.6,14.6,0
9/16/2024,21:00,14.3,14.3,14.3,0
9/16/2024,22:00,14.3,14.3,14.3,0
9/16/2024,23:00,16.9,16.9,16.9,0
9/17/2024,0:00,27,27,27,0
9/17/2024,1:00,39,39,39,0
9/17/2024,2:00,36.9,36.9,36.9,0
9/17/2024,3:00,29.4,29.4,29.4,0
9/17/2024,4:00,27.5,27.5,27.5,0
9/17/2024,5:00,29.2,29.2,29.2,0
9/17/2024,6:00,25.8,25.8,25.8,0
9/17/2024,7:00,23.4,23.4,23.4,0
9/17/2024,8:00,22.8,22.8,22.8,0
9/17/2024,9:00,18.3,18.3,18.3,0
9/17/2024,10:00,15.6,15.6,15.6,0
9/17/2024,11:00,13.6,13.6,13.6,0
